sampno,recruit,language,county,futuredecisionrole,householdvehicles,housing,parkingtype,parkingpay,parkamt,parkperiod,companyvehicles,purchase10years,purchase10years2,purchase10years3,futurefirst,pevowner,householdmembers1,householdmembers2,householdmembers3,householdmembers4,householdmembers5,whyphev1,whyphev2,whyphev3,whyphev4,whyphev5,whyphev6,whyphev7,whyphev8,whyphev9,whyphev10,whyphev11,whyphev12,whyphev13,whyphev14,whyphev15,whyphev16,whyphev17,whyphev18,whyphev_x,whybev1,whybev2,whybev3,whybev4,whybev5,whybev6,whybev7,whybev8,whybev9,whybev10,whybev11,whybev12,whybev13,whybev14,whybev15,whybev16,whybev17,whybev18,whybev_x,altconcerns1,altconcerns2,altconcerns3,altconcerns4,altconcerns5,altconcerns6,altconcerns7,altconcerns8,altconcerns9,homeinstall,installcost1,installcost2,pev_charger_type1,pev_charger_type2,pev_charger_type3,pev_charger_type4,pev_charger_type5,pev_charger_type6,pev_charger_typex,chargefreq,pev07_chargemorning1,pev07_chargemorning2,pev07_chargemorning3,pev07_chargemorning4,pev07_chargemorning5,pev07_chargemorning6,pev08_chargeafternoon1,pev08_chargeafternoon2,pev08_chargeafternoon3,pev08_chargeafternoon4,pev08_chargeafternoon5,pev08_chargeafternoon6,pev09_chargeevening1,pev09_chargeevening2,pev09_chargeevening3,pev09_chargeevening4,pev09_chargeevening5,pev09_chargeevening6,pev10_chargenight1,pev10_chargenight2,pev10_chargenight3,pev10_chargenight4,pev10_chargenight5,pev10_chargenight6,pev11_variablerates,pev13_meter,pev14_specialrate,pev15_kwhrate1,pev15_kwhrate2,pev15_kwhrate3,pev15_kwhrate4,pev16_actualrange,recommend,replacecatch,rc2_replace_type,rc2_replace_newused,rc2_replace_powertrain,replacesoon,replace_veh_make,replace_price,home_fuel,replace_mpg,replace_annual,replace_primary_dr,futureaddition,futureadditioncatch,additionalveh,additional_type,additional_newused,additional_powertrain,additional_veh_make,additional_price,additionalhome_fuel,additional_mpg,additional_annual,additional_primary_dr,autoagree1,autoagree2,autoagree3,autoagree4,consideralt1,consideralt2,consideralt3,consideralt4,consideralt5,consideralt6,consideralt7,consideralt8,bevconcerns1,bevconcerns2,bevconcerns3,bevconcerns4,bevconcerns5,bevconcerns6,bevconcerns7,bevconcerns8,bevconcerns9,bevconcerns10,bevconcerns11,bevconcerns12,bevconcerns13,bevconcerns14,bevconcerns15,bevconcerns16,bevconcerns_x,phevconcerns1,phevconcerns2,phevconcerns3,phevconcerns4,phevconcerns5,phevconcerns6,phevconcerns7,phevconcerns8,phevconcerns9,phevconcerns10,phevconcerns11,phevconcerns12,phevconcerns13,phevconcerns14,phevconcerns15,phevconcerns_x,fcvconcerns1,fcvconcerns2,fcvconcerns3,fcvconcerns4,fcvconcerns5,fcvconcerns6,fcvconcerns7,fcvconcerns8,fcvconcerns9,fcvconcerns10,fcvconcerns11,fcvconcerns12,fcvconcerns13,fcvconcerns_x,topattributes1,topattributes2,topattributes3,topattributes4,topattributes5,topattributes6,topattributes7,topattributes8,topattributes9,topattributes10,topattributes11,topattributes12,topattributes13,topattributes14,topattributes15,carshare,whynocarshare,whynocarsharex,rideshare,ridesharewhy1,ridesharewhy2,ridesharewhy3,ridesharewhyx,whynorideshare,whynoridesharex,rideshareagree,futuremileage,solar,solar_future,income,region,city,zipcode,pevowner.1
3374,3,1,13,1,1,1,1,2,-1.0,-1,2,1,1,0,1,0,0,1,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,40000,-1,30,50000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,,0,0,0,0,1,1,0,1,1,1,0,0,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,,4,-1,-1,-1,,4,,2,2.55,2,1,5,2,Chino Hills,91709.0,0
3375,3,1,19,1,1,1,1,2,-1.0,-1,1,1,0,0,2,0,0,0,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,13,85000,-1,10,15000,1,3,-1,2,5,1,1,13,75000,1,12,15000,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,0,1,1,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,,3,-1,-1,-1,,5,,2,4.5,2,1,7,2,Burbank,91506.0,0
3376,3,1,30,1,1,6,4,2,-1.0,-1,2,0,1,0,3,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,53,3500,-1,30,25000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,6,,5,-1,-1,-1,,6,,5,3.0,2,2,2,2,Huntington Beach,92648.0,0
3377,3,1,30,1,1,2,3,2,-1.0,-1,2,1,0,0,2,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,17,25000,-1,30,10000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,1,1,0,1,1,0,1,0,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,6,,5,-1,-1,-1,,6,,3,5.0,2,2,4,2,Seal Beach,90740.0,0
3378,3,1,27,2,3,1,1,2,-1.0,-1,2,3,0,0,1,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,46,30000,-1,30,25000,1,1,-1,4,8,1,2,46,30000,2,30,30000,2,3,5,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,,4,-1,-1,-1,,6,,2,3.5,1,-1,7,6,Marina,93933.0,0
3383,3,1,41,3,2,1,1,2,-1.0,-1,2,0,2,0,4,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,21000,-1,30,3000,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,4,5,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,,5,-1,-1,-1,,6,,5,5.0,2,2,6,1,San Bruno,94066.0,0
3384,3,1,43,2,2,1,1,2,-1.0,-1,2,1,0,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,53,40000,1,50,5000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,6,,4,-1,-1,-1,,6,,3,4.5,2,2,7,1,Santa Clara,95051.0,0
3386,3,1,38,1,1,1,1,2,-1.0,-1,1,3,0,0,1,0,0,0,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,1,48,45000,2,180,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5,4,,5,-1,-1,-1,,7,,5,5.0,2,2,7,1,Tarzana,91356.0,0
3387,3,1,37,3,2,6,3,2,-1.0,-1,2,0,2,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,5,40000,-1,25,2000,1,3,-1,1,3,1,2,25,45000,1,28,2000,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,,0,0,0,0,1,0,1,1,1,1,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,,1,1,0,0,,-1,,4,4.0,2,1,6,3,San Diego,92122.0,0
3388,3,1,37,1,2,1,2,2,-1.0,-1,2,0,0,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,53,15000,-1,30,8000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,,1,0,0,0,1,0,1,1,0,1,0,0,0,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,,5,-1,-1,-1,,4,,5,8.0,2,1,7,3,San Diego,92111.0,0
3389,3,1,15,1,1,1,2,2,-1.0,-1,2,1,1,0,1,0,0,2,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,35,30000,-1,25,3000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,,1,0,0,0,0,1,0,1,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,6,,4,-1,-1,-1,,7,,3,4.5,2,2,5,5,Bakersfield,93307.0,0
3390,3,1,30,3,2,5,3,2,-1.0,-1,2,1,1,0,3,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,2,35,25000,-1,32,10000,2,4,-1,2,3,1,1,35,30000,2,32,10000,1,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,7,Retired,4,-1,-1,-1,,6,,3,3.5,2,2,6,2,Lake Forest,92630.0,0
3391,3,1,37,1,2,2,1,2,-1.0,-1,2,3,0,0,1,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,17,16000,-1,35,8000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,,5,-1,-1,-1,,4,,5,5.0,2,2,6,3,Chula Vista,91910.0,0
3394,3,1,19,3,1,1,1,2,-1.0,-1,2,0,0,0,2,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,30000,-1,25,4000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,not interested,5,-1,-1,-1,,6,,5,3.0,2,2,2,2,West Hills,91307.0,0
3395,3,1,30,1,2,1,1,2,-1.0,-1,2,4,0,0,3,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,2,31,40000,-1,23,5000,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,,1,0,0,0,1,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,no way am I sharing my car,5,-1,-1,-1,,4,,5,4.75,2,1,7,2,Yorba Linda,92886.0,0
3396,3,1,21,3,4,1,2,2,-1.0,-1,2,1,3,0,3,0,2,0,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,53,15000,-1,0,0,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,6,,2,1,0,0,,6,,5,4.0,2,2,6,1,Novato,94947.0,0
3397,3,1,41,2,4,2,2,2,-1.0,-1,2,1,1,0,2,0,0,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,15,45000,-1,28,18000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,1,0,0,1,1,1,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,,2,1,0,0,,2,,4,6.0,2,2,7,1,Half Moon Bay,94019.0,0
3399,3,1,34,1,1,5,4,2,-1.0,-1,2,0,0,0,1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,13,20000,-1,35,8000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,,1,0,0,0,1,1,0,1,0,1,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,,5,-1,-1,-1,,4,,5,2.8,2,2,5,4,Sacramento,95831.0,0
3400,3,1,19,2,1,5,3,2,-1.0,-1,2,2,0,0,2,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,30000,-1,25,9000,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,1,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,,5,-1,-1,-1,,6,,5,3.75,2,2,5,2,Glendale,91202.0,0
3407,3,1,30,3,2,1,1,2,-1.0,-1,1,0,4,0,3,0,0,1,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,48,25000,-1,50,20000,2,2,-1,3,3,2,2,48,30000,1,50,20000,1,3,3,3,3,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,,2,1,0,1,Airport,3,,3,5.0,1,-1,7,2,Tustin,92780.0,0
3408,3,1,19,1,1,1,1,2,-1.0,-1,2,1,0,1,3,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,15,29000,-1,24,750,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,,5,-1,-1,-1,,4,,4,4.0,2,2,6,2,Los Angeles,90027.0,0
